Months_as_a_Customer	Number_of_Products	RFM_Score	Average_Balance_Feed_Index	Number_of_Transactions	Personal_Debt_to_Equity_Ratio	Months_Current_Account	Number_of_Loan_Accounts	Customer_ID	Has_Bad_Payment_Record	Members_Within_Household	Number_of_Call_Center_Contacts	Weeks_Since_Last_Offer	Accepted_Personal_Loan	Accepted_Retention	Accepted_Home_Equity_Loan	Accepted_Credit_Card	Annual_value	Interested_in_Personal_Loan	Interested_in_Retention	Interested_in_Home_Equity_Loan	Interested_in_Credit_Card
36	4	10	90	2	33	35	0	86378	1	5	0	27	F	F	F	F	120	F	T	F	F
24	1	8	249	1	32	20	2	86410	0	4	9	23	F	F	F	F	230	F	F	F	F
36	0	0	0	0	35	29	0	74234	0	2	9	41	F	F	F	F	0	F	F	F	F
12	0	0	0	0	57	6	2	86891	0	2	11	52	F	T	T	F	200	F	F	F	F
24	0	0	0	0	32	21	3	87000	0	4	10	6	F	F	F	F	300	F	F	F	F
12	0	0	0	0	29	9	2	86695	0	1	9	43	F	F	F	F	200	F	F	F	F
36	0	0	0	0	45	25	1	85046	0	3	8	32	F	F	F	F	100	F	T	F	F
0	1	0	0	0	32	-5	0	86760	0	6	0	2	F	F	T	F	30	F	F	F	F
12	3	10	109	2	36	9	1	86828	0	2	0	9	F	F	F	F	190	F	F	F	F
0	0	0	0	0	21	-6	0	85382	0	6	10	35	F	F	F	T	0	F	F	F	F
36	0	0	0	0	55	26	2	85514	0	3	5	10	F	F	F	F	200	F	T	F	F
24	2	8	149	1	42	15	0	85515	0	6	5	43	T	F	F	F	60	F	F	F	T
0	0	0	0	0	50	-3	0	85565	0	7	10	45	F	T	F	T	0	F	F	F	T
36	0	0	0	0	33	25	0	85684	0	1	6	18	F	F	F	F	0	F	F	F	F
12	6	10	163	4	49	7	0	86002	0	4	0	39	F	F	F	F	180	F	F	F	F
12	0	0	0	0	24	7	6	86049	0	5	11	23	T	F	F	F	600	F	F	F	F
0	0	0	0	0	43	-4	1	86133	0	2	10	41	F	F	F	F	100	F	T	F	T
36	0	0	0	0	18	27	3	86168	0	4	11	31	F	F	T	F	300	F	T	F	F
36	2	13	214	2	41	23	4	86218	0	2	10	46	F	F	F	F	460	F	F	F	T
48	0	0	0	0	27	39	0	86350	0	1	0	14	F	F	F	F	0	F	F	F	F
48	0	0	0	0	53	39	2	86634	0	3	11	22	F	F	F	F	200	F	F	F	F
0	0	0	0	0	25	-1	3	86753	0	6	11	52	F	F	F	F	300	F	F	F	T
24	4	9	150	1	51	17	3	57960	0	3	10	35	F	F	F	F	420	F	T	F	F
24	0	0	0	0	68	13	6	74381	0	5	10	7	F	F	F	F	600	F	F	F	F
24	4	11	182	3	46	20	1	74388	0	5	0	8	F	F	F	F	220	F	F	F	T
36	2	11	35	1	40	30	1	74433	0	5	0	29	F	F	F	F	160	F	F	F	F
48	0	0	0	0	34	40	0	74488	0	3	9	6	F	F	F	F	0	F	F	F	F
36	0	0	0	0	37	27	0	74790	0	3	10	44	F	F	T	F	0	F	F	F	F
36	0	0	0	0	32	34	4	74924	0	6	11	11	T	F	F	F	400	F	F	T	F
0	0	0	0	0	34	-5	0	75051	0	5	10	47	F	F	F	F	0	F	F	F	F
24	3	8	60	1	33	17	1	75056	0	1	9	38	F	F	F	F	190	F	F	F	F
24	0	0	0	0	81	12	1	75081	0	2	10	29	F	F	F	F	100	F	T	T	F
36	5	11	206	2	25	33	0	75160	0	5	9	7	F	F	F	F	150	F	F	F	F
36	3	9	363	2	36	27	0	75483	0	5	10	25	F	F	F	F	90	F	T	F	F
48	23	30	429	23	49	39	1	75510	0	3	10	24	F	F	F	F	790	F	F	T	F
36	2	8	65	2	29	32	0	77693	0	2	11	32	F	F	F	F	60	F	F	F	F
36	0	0	0	0	23	31	1	87009	0	1	10	8	F	F	F	F	100	F	F	F	F
0	0	0	0	0	20	-7	1	77817	0	3	8	16	F	F	F	F	100	F	F	F	F
36	0	0	0	0	42	26	0	78051	0	4	8	21	F	F	F	F	0	F	T	F	F
36	3	10	35	2	46	28	0	77836	0	3	11	26	F	T	F	F	90	F	F	F	F
12	17	19	200	12	43	10	1	77888	0	2	10	11	T	T	F	F	610	F	F	F	T
12	0	0	0	0	29	8	1	78080	0	4	0	26	F	T	F	F	100	F	F	F	F
24	1	11	140	1	56	22	0	78037	0	2	9	4	F	F	F	F	30	F	F	F	T
36	2	11	239	2	45	25	1	78122	0	7	11	17	F	F	F	F	160	F	F	F	F
36	1	8	249	1	73	26	2	78153	0	3	7	48	T	T	F	F	230	F	F	F	F
12	0	0	0	0	46	7	0	78372	0	6	10	28	F	F	F	F	0	F	F	F	F
24	2	9	178	2	34	16	2	78421	0	5	11	24	F	F	F	F	260	F	F	F	T
24	0	0	0	0	11	15	2	78453	0	1	11	51	F	F	F	F	200	F	F	F	F
24	0	0	0	0	44	16	0	78455	0	1	11	31	F	F	F	F	0	F	F	F	F
36	0	0	0	0	64	28	1	78515	0	2	11	22	F	F	F	F	100	F	F	F	F
36	0	0	0	0	19	24	7	78579	0	6	9	49	F	F	F	F	700	F	F	F	F
36	0	0	0	0	45	26	1	78819	0	1	10	11	F	F	F	F	100	F	F	F	F
24	2	8	119	1	27	19	1	78571	0	6	8	24	T	F	F	F	160	F	F	F	F
24	0	0	0	0	18	13	1	78946	0	6	11	4	F	F	F	F	100	F	T	F	F
36	0	0	0	0	43	27	2	79010	0	3	7	2	F	F	F	F	200	F	F	F	F
0	0	0	0	0	30	-4	1	79026	0	6	7	42	F	F	F	T	100	F	F	T	F
36	3	13	69	3	48	27	1	78841	0	2	8	20	F	F	F	F	190	F	F	F	F
36	0	0	0	0	45	30	0	78921	0	6	6	22	F	T	F	T	0	F	F	F	F
12	0	0	0	0	41	9	0	79246	0	6	11	11	F	F	F	F	0	F	F	F	F
36	22	10	528	3	29	30	2	79278	0	4	10	37	T	F	F	F	860	F	F	F	F
36	0	0	0	0	32	24	3	79450	0	3	10	31	F	F	F	F	300	F	F	F	F
12	0	0	0	0	14	6	5	79075	0	1	9	15	F	F	F	F	500	F	F	F	T
36	0	0	0	0	36	27	1	79090	0	5	9	40	F	F	F	F	100	F	F	F	T
24	5	10	149	2	40	21	0	79125	0	2	11	33	F	F	F	F	150	F	F	T	F
24	2	9	89	1	38	18	0	79155	0	5	9	43	F	F	F	F	60	F	F	F	F
24	0	0	0	0	39	18	4	79421	0	3	0	21	F	F	F	F	400	F	F	F	F
24	0	0	0	0	43	11	2	79426	0	6	9	46	F	F	F	F	200	F	F	F	F
36	0	0	0	0	41	27	1	79238	0	5	8	23	T	F	F	F	100	F	F	F	F
36	0	0	0	0	50	30	0	79241	0	7	11	33	F	F	F	F	0	F	F	F	F
36	0	0	0	0	27	25	0	79325	0	5	11	17	F	T	F	F	0	F	F	F	F
36	0	0	0	0	41	24	0	79389	0	3	8	30	F	F	T	F	0	F	F	F	F
48	0	0	0	0	42	37	2	95640	0	1	0	31	F	T	F	F	200	F	F	F	F
24	0	0	0	0	34	16	1	95722	0	1	11	2	F	F	F	F	100	F	F	F	F
48	0	0	0	0	28	37	3	79575	0	2	10	16	F	F	F	F	300	F	T	F	F
24	0	0	0	0	53	12	3	95790	0	7	9	46	F	F	F	F	300	F	F	F	F
24	0	0	0	0	36	15	1	96056	0	5	10	2	F	F	F	F	100	F	F	F	F
36	6	11	109	3	38	28	1	96133	0	5	11	46	F	F	F	F	280	F	F	F	F
48	0	0	0	0	25	37	0	96176	0	5	10	40	F	F	F	F	0	F	F	F	F
36	0	0	0	0	61	25	0	96274	0	4	8	14	F	F	T	F	0	F	F	F	F
24	0	0	0	0	43	21	2	96599	0	4	9	25	F	F	F	F	200	F	F	F	F
48	0	0	0	0	22	37	0	96719	0	2	9	48	F	F	F	F	0	F	F	F	F
24	2	9	20	1	31	19	3	97262	0	5	9	38	F	F	T	F	360	F	T	F	F
48	4	11	150	3	47	35	1	97412	0	1	10	41	T	F	F	T	220	F	F	F	F
24	0	0	0	0	18	12	0	68390	0	5	8	9	F	F	T	F	0	F	F	F	F
36	15	22	430	15	47	33	0	68892	0	6	11	48	F	F	F	F	450	F	F	F	F
36	0	0	0	0	56	27	1	68901	0	4	9	34	T	F	F	F	100	F	F	F	F
12	2	0	0	0	44	0	1	68981	0	2	0	16	F	F	F	F	160	F	F	F	T
12	0	0	0	0	40	9	1	68990	0	6	9	23	F	F	F	F	100	F	F	F	F
24	0	0	0	0	29	13	3	79754	0	5	11	47	F	F	F	F	300	F	T	F	F
24	4	9	158	2	41	23	1	79888	0	2	11	3	F	T	F	F	220	F	F	F	F
12	3	13	218	3	41	7	2	79904	0	2	8	37	F	F	F	F	290	F	T	F	F
24	0	0	0	0	22	17	0	79922	0	6	11	8	F	F	F	F	0	F	F	F	F
12	2	12	40	1	41	8	0	80265	0	1	11	15	F	T	F	F	60	F	F	F	F
36	0	0	0	0	46	27	0	80272	0	2	11	13	F	T	T	F	0	F	F	T	F
24	0	0	0	0	61	14	0	80347	0	5	9	2	F	T	T	F	0	F	F	F	F
36	0	0	0	0	46	27	0	80413	1	3	1	15	F	F	T	F	0	F	F	F	F
36	0	0	0	0	43	29	0	80506	0	2	8	34	F	F	T	F	0	F	F	F	F
36	3	13	79	2	22	30	2	80633	0	4	0	18	F	F	F	F	290	F	F	F	F
0	0	0	0	0	43	-6	2	80683	0	4	0	1	F	F	F	F	200	F	F	F	F
12	2	11	69	1	25	6	0	80817	0	5	10	6	F	F	F	F	60	F	F	F	F
24	0	0	0	0	62	16	0	80840	0	7	8	31	T	F	F	F	0	F	F	F	F
24	2	10	60	1	43	17	0	97487	0	1	9	36	F	T	F	F	60	F	F	F	F
24	0	0	0	0	56	22	1	97651	0	6	8	25	F	F	F	F	100	F	F	F	F
0	9	0	0	0	34	-4	3	79584	0	4	10	8	F	F	F	F	570	F	T	F	F
0	0	0	0	0	26	-4	0	79649	0	4	8	32	F	F	F	F	0	F	F	T	F
36	1	12	239	1	21	27	2	79650	0	6	8	21	F	F	F	F	230	F	F	F	F
36	0	0	0	0	30	34	0	90329	0	4	8	33	F	F	F	F	0	F	T	F	F
24	5	9	159	2	34	20	0	90402	0	1	10	27	T	F	F	F	150	F	F	F	F
0	10	0	0	0	63	-4	4	90471	0	5	9	41	F	F	T	F	700	F	F	F	F
0	1	0	0	0	51	-4	1	90410	0	3	10	13	F	F	F	F	130	F	F	F	F
48	15	15	804	8	24	38	0	90499	0	4	9	15	F	F	T	F	450	F	F	F	F
36	34	17	431	10	30	34	1	90444	0	5	10	33	F	F	F	F	1120	F	F	F	F
24	0	0	0	0	37	14	1	90570	0	6	5	26	F	F	F	T	100	T	T	F	F
12	3	11	179	1	50	8	1	90751	0	4	10	40	F	T	F	F	190	F	F	F	F
48	2	9	69	1	26	35	1	90679	0	4	10	4	F	F	F	F	160	F	F	T	F
0	0	0	0	0	37	-3	0	90820	0	2	0	4	F	F	F	F	0	F	F	F	F
24	4	9	179	1	34	18	0	90823	0	4	11	40	F	F	F	F	120	F	F	F	F
0	9	0	0	0	72	-3	2	90835	0	3	9	47	F	F	F	F	470	F	F	F	F
36	0	0	0	0	44	29	1	90851	0	6	9	47	F	F	F	F	100	T	F	F	F
36	0	0	0	0	46	28	3	91206	0	2	8	5	F	F	F	F	300	F	F	F	F
48	5	13	127	3	40	36	1	91257	0	4	10	47	F	F	F	F	250	F	F	F	F
36	4	8	45	2	27	27	2	91389	0	5	0	37	F	F	F	T	320	F	F	F	T
24	3	9	200	1	57	14	1	91390	0	6	0	24	F	F	F	F	190	F	F	F	F
24	24	23	436	15	25	14	2	91098	0	4	10	39	F	F	F	F	920	F	F	F	F
24	0	0	0	0	34	12	0	91116	0	4	10	51	F	T	T	F	0	F	F	T	F
36	0	0	0	0	38	27	0	91265	0	3	9	7	F	F	F	F	0	F	F	F	T
36	0	0	0	0	44	30	1	91228	0	3	10	48	F	F	F	F	100	F	F	T	F
12	4	8	183	2	42	8	0	91451	0	1	11	20	F	T	F	F	120	F	F	F	F
24	0	0	0	0	31	22	0	91423	0	4	10	19	F	F	F	F	0	F	F	F	F
24	0	0	0	0	28	18	0	91542	0	3	0	31	F	F	F	F	0	F	F	F	F
12	3	9	128	2	31	5	1	91299	0	4	9	10	F	F	F	F	190	F	F	F	F
24	0	0	0	0	40	12	4	91316	0	3	8	1	F	T	F	F	400	F	F	F	F
36	0	0	0	0	47	26	1	91487	0	7	0	31	F	F	F	F	100	F	F	T	F
24	0	0	0	0	39	11	1	91596	0	2	9	30	F	F	F	F	100	F	F	F	F
36	5	10	123	2	49	32	2	91762	0	6	10	15	F	F	F	F	350	F	F	F	F
36	0	0	0	0	22	25	2	91828	0	2	6	43	F	F	F	F	200	F	F	T	F
36	0	0	0	0	44	23	0	91926	0	1	8	3	T	F	F	F	0	F	F	F	F
36	5	10	242	4	49	28	2	92010	0	6	10	2	F	T	F	F	350	F	F	F	F
48	0	0	0	0	25	41	4	91784	0	2	8	16	F	T	F	F	400	F	F	F	F
48	0	0	0	0	20	41	2	91831	0	4	8	14	F	F	F	F	200	F	F	F	F
48	0	0	0	0	39	39	0	91896	0	4	9	37	F	F	F	F	0	F	F	F	F
24	42	30	511	23	42	16	0	92169	0	3	1	32	F	F	F	T	1260	F	F	F	F
24	0	0	0	0	34	17	0	70478	0	6	10	29	T	T	F	F	0	F	F	F	F
24	0	0	0	0	49	14	2	70485	0	4	11	34	F	F	F	T	200	F	F	F	F
36	0	0	0	0	25	28	0	70555	0	3	10	30	F	F	F	F	0	F	F	F	F
24	0	0	0	0	36	16	0	70703	0	1	0	2	F	T	F	F	0	F	F	F	F
36	0	0	0	0	29	25	0	70714	0	2	11	11	F	F	F	F	0	F	F	F	F
36	0	0	0	0	23	30	2	70744	0	2	10	34	F	F	F	F	200	F	F	F	F
48	23	28	441	20	42	36	0	70914	0	4	10	32	F	F	T	F	690	F	F	F	F
36	0	0	0	0	24	24	1	70996	0	1	11	11	F	T	F	F	100	F	T	F	F
12	2	9	99	2	24	10	1	71173	0	1	11	49	F	F	F	F	160	F	F	F	F
0	2	0	0	0	29	-2	2	71675	0	5	11	38	F	T	F	F	260	F	T	F	T
48	2	9	299	1	12	37	0	72282	0	3	0	7	T	F	F	F	60	F	F	F	F
24	4	7	199	1	28	14	2	75783	0	5	10	18	F	F	F	F	320	F	F	F	F
24	0	0	0	0	26	18	2	87132	0	1	11	48	F	F	F	F	200	F	F	F	F
48	0	0	0	0	39	38	3	87157	0	1	9	50	F	F	F	F	300	F	F	F	T
12	0	0	0	0	23	8	1	87268	0	5	10	24	F	F	F	F	100	F	F	F	F
12	0	0	0	0	57	10	1	87368	0	3	0	39	F	F	F	F	100	F	F	F	F
0	0	0	0	0	51	-5	0	87222	0	6	9	49	T	F	F	F	0	F	F	F	F
12	3	10	278	2	44	10	2	87238	0	3	10	51	F	F	T	F	290	F	F	F	F
0	1	0	0	0	26	-4	1	87387	0	1	0	41	F	F	F	F	130	F	F	F	F
36	2	11	59	2	58	32	1	87775	0	4	0	28	F	F	F	F	160	F	F	F	F
48	0	0	0	0	18	38	1	87866	0	3	8	3	F	F	F	F	100	F	F	F	F
36	0	0	0	0	40	33	2	75969	0	4	9	27	F	F	T	F	200	F	F	F	F
36	0	0	0	0	41	32	4	88043	0	1	10	9	T	F	F	F	400	F	F	F	F
0	0	0	0	0	31	-3	1	88093	0	5	10	46	F	F	F	F	100	F	F	F	F
12	0	0	0	0	31	0	3	88154	0	3	8	47	F	F	F	T	300	F	F	T	F
36	0	0	0	0	29	25	1	88184	0	1	10	5	F	F	F	F	100	F	F	F	F
24	28	10	519	2	19	14	1	88352	0	5	8	16	F	F	F	F	940	F	F	F	T
24	0	0	0	0	29	20	1	88393	0	5	0	8	F	F	F	F	100	F	F	T	F
48	7	12	466	5	44	39	4	88411	0	1	8	15	F	F	F	F	610	F	F	F	F
12	4	8	299	1	83	5	1	88513	0	2	9	15	F	F	F	F	220	F	T	F	F
48	2	7	129	1	45	37	0	88520	0	3	9	40	F	F	F	F	60	F	F	T	F
12	0	0	0	0	42	7	1	88707	0	1	11	41	F	F	F	F	100	F	F	F	F
24	0	0	0	0	42	14	5	88708	0	1	11	51	F	T	F	F	500	F	F	F	F
0	0	0	0	0	39	-2	1	88742	0	6	11	37	F	F	T	F	100	F	F	F	F
12	3	8	69	1	33	6	1	88859	0	6	8	18	T	F	F	F	190	F	F	F	F
0	9	0	0	0	51	-3	0	88973	0	4	0	3	F	F	F	F	270	F	T	F	F
0	0	0	0	0	38	-1	0	76210	0	4	9	28	F	F	F	T	0	F	F	F	F
48	0	0	0	0	38	35	1	76387	0	5	8	8	F	F	F	F	100	F	F	F	F
24	2	8	70	1	11	20	0	76430	0	1	9	22	T	T	F	T	60	F	F	F	F
36	5	8	109	2	23	27	1	76485	0	5	11	6	F	T	F	F	250	F	F	F	F
12	41	21	474	13	28	5	0	76678	0	4	10	12	F	F	F	F	1230	F	T	F	F
24	1	12	109	1	30	16	0	76719	0	4	11	13	F	F	F	F	30	F	T	F	F
